event,fighter_1,fighter_2,result,method,round,time
UFC on FOX: Johnson vs. Bader,Tarec Saffiedine,Jake Ellenberger,win,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,Diego Ferreira,Olivier Aubin-Mercier,win,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,Rafael Natal,Kevin Casey,win,"KO/TKO

      

        Punches",3,3:37
UFC on FOX: Johnson vs. Bader,Wilson Reis,Dustin Ortiz,win,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,Alexander Yakovlev,George Sullivan,win,"KO/TKO

      

        Punches",1,3:59
UFC on FOX: Johnson vs. Bader,Alex Caceres,Masio Fullen,win,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,Randy Brown,Matt Dwyer,win,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,Damon Jackson,Levan Makashvili,draw,M-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,Anthony Rocco Martin,Felipe Olivieri,win,"SUB

      

        Rear Naked Choke",3,3:02
UFC Fight Night: Dillashaw vs Cruz,Dominick Cruz,TJ Dillashaw,win,S-DEC,5,5:00
UFC Fight Night: Dillashaw vs Cruz,Eddie Alvarez,Anthony Pettis,win,S-DEC,3,5:00
UFC Fight Night: Dillashaw vs Cruz,Travis Browne,Matt Mitrione,win,"KO/TKO

      

        Punches",3,4:09
UFC Fight Night: Dillashaw vs Cruz,Francisco Trinaldo,Ross Pearson,win,U-DEC,3,5:00
UFC Fight Night: Dillashaw vs Cruz,Patrick Cote,Ben Saunders,win,"KO/TKO

      

        Punches",2,1:14
UFC Fight Night: Dillashaw vs Cruz,Ed Herman,Tim Boetsch,win,"KO/TKO

      

        Knee",2,1:39
UFC Fight Night: Dillashaw vs Cruz,Chris Wade,Mehdi Baghdad,win,"SUB

      

        Rear Naked Choke",1,4:30
UFC Fight Night: Dillashaw vs Cruz,Luke Sanders,Maximo Blanco,win,"SUB

      

        Rear Naked Choke",1,3:38
UFC Fight Night: Dillashaw vs Cruz,Paul Felder,Daron Cruickshank,win,"SUB

      

        Rear Naked Choke",3,3:56
UFC Fight Night: Dillashaw vs Cruz,Ilir Latifi,Sean O'Connell,win,"KO/TKO

      

        Punch",1,0:30
UFC Fight Night: Dillashaw vs Cruz,Charles Rosa,Kyle Bochniak,win,U-DEC,3,5:00
UFC Fight Night: Dillashaw vs Cruz,Rob Font,Joey Gomez,win,"KO/TKO

      

        Punches",2,4:13
UFC Fight Night: Dillashaw vs Cruz,Francimar Barroso,Elvis Mutapcic,win,U-DEC,3,5:00
UFC 195: Lawler vs Condit,Robbie Lawler,Carlos Condit,win,S-DEC,5,5:00
UFC 195: Lawler vs Condit,Stipe Miocic,Andrei Arlovski,win,"KO/TKO

      

        Punch",1,0:54
UFC 195: Lawler vs Condit,Albert Tumenov,Lorenz Larkin,win,S-DEC,3,5:00
UFC 195: Lawler vs Condit,Brian Ortega,Diego Brandao,win,"SUB

      

        Triangle Choke",3,1:37
UFC 195: Lawler vs Condit,Abel Trujillo,Tony Sims,win,"SUB

      

        Guillotine Choke",1,3:18
UFC 195: Lawler vs Condit,Michael McDonald,Masanori Kanehara,win,"SUB

      

        Rear Naked Choke",2,2:09
UFC 195: Lawler vs Condit,Alex Morono,Kyle Noke,win,S-DEC,3,5:00
UFC 195: Lawler vs Condit,Justine Kish,Nina Nunes,win,U-DEC,3,5:00
UFC 195: Lawler vs Condit,Drew Dober,Scott Holtzman,win,U-DEC,3,5:00
UFC 195: Lawler vs Condit,Dustin Poirier,Joe Duffy,win,U-DEC,3,5:00
UFC 195: Lawler vs Condit,Michinori Tanaka,Joe Soto,win,S-DEC,3,5:00
UFC 195: Lawler vs Condit,Sheldon Westcott,Edgar Garcia,win,"KO/TKO

      

        Punches",1,3:12
UFC on FOX: Dos Anjos vs. Cowboy 2,Rafael Dos Anjos,Donald Cerrone,win,"KO/TKO

      

        Punches",1,1:06
UFC on FOX: Dos Anjos vs. Cowboy 2,Alistair Overeem,Junior Dos Santos,win,"KO/TKO

      

        Punches",2,4:43
UFC on FOX: Dos Anjos vs. Cowboy 2,Nate Diaz,Michael Johnson,win,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,Karolina Kowalkiewicz,Randa Markos,win,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,Charles Oliveira,Myles Jury,win,"SUB

      

        Guillotine Choke",1,3:05
UFC on FOX: Dos Anjos vs. Cowboy 2,Nate Marquardt,CB Dollaway,win,"KO/TKO

      

        Punch",2,0:28
UFC on FOX: Dos Anjos vs. Cowboy 2,Valentina Shevchenko,Sarah Kaufman,win,S-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,Tamdan McCrory,Josh Samman,win,"SUB

      

        Triangle Choke",3,4:10
UFC on FOX: Dos Anjos vs. Cowboy 2,Nik Lentz,Danny Castillo,win,S-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,Cole Miller,Jim Alers,nc,CNC,2,1:34
UFC on FOX: Dos Anjos vs. Cowboy 2,Kamaru Usman,Leon Edwards,win,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,Vicente Luque,Hayder Hassan,win,"SUB

      

        Anaconda Choke",1,2:13
UFC on FOX: Dos Anjos vs. Cowboy 2,Francis Ngannou,Luis Henrique,win,"KO/TKO

      

        Punch",2,2:53
UFC 194: Aldo vs McGregor,Conor McGregor,Jose Aldo,win,"KO/TKO

      

        Punch",1,0:13
UFC 194: Aldo vs McGregor,Luke Rockhold,Chris Weidman,win,"KO/TKO

      

        Punches",4,3:12
UFC 194: Aldo vs McGregor,Yoel Romero,Jacare Souza,win,S-DEC,3,5:00
UFC 194: Aldo vs McGregor,Demian Maia,Gunnar Nelson,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,Max Holloway,Jeremy Stephens,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,Urijah Faber,Frankie Saenz,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,Tecia Pennington,Jocelyn Jones-Lybarger,win,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,Warlley Alves,Colby Covington,win,"SUB

      

        Guillotine Choke",1,1:26
UFC 194: Aldo vs McGregor,Leonardo Santos,Kevin Lee,win,"KO/TKO

      

        Punches",1,3:26
UFC 194: Aldo vs McGregor,Magomed Mustafaev,Joe Proctor,win,"KO/TKO

      

        Knee",1,1:54
UFC 194: Aldo vs McGregor,Yancy Medeiros,John Makdessi,win,S-DEC,3,5:00
UFC 194: Aldo vs McGregor,Court McGee,Marcio Alexandre Junior,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Frankie Edgar,Chad Mendes,win,"KO/TKO

      

        Punch",1,2:28
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Ryan Hall,Artem Lobov,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Tony Ferguson,Edson Barboza,win,"SUB

      

        D'Arce Choke",2,2:54
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Evan Dunham,Joe Lauzon,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Tatsuya Kawajiri,Jason Knight,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Julian Erosa,Marcin Wrzosek,win,S-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Gabriel Gonzaga,Konstantin Erokhin,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Ryan LaFlare,Mike Pierce,win,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Geane Herrera,Joby Sanchez,win,"KO/TKO

      

        Punch",2,4:28
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Chris Gruetzemacher,Abner Lloveras,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,Rose Namajunas,Paige VanZant,win,"SUB

      

        Rear Naked Choke",5,2:25
UFC Fight Night: Namajunas vs. VanZant,Michael Chiesa,Jim Miller,win,"SUB

      

        Rear Naked Choke",2,2:57
UFC Fight Night: Namajunas vs. VanZant,Sage Northcutt,Cody Pfister,win,"SUB

      

        Guillotine Choke",2,0:41
UFC Fight Night: Namajunas vs. VanZant,Thiago Santos,Elias Theodorou,win,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,Tim Means,John Howard,win,"KO/TKO

      

        Punch",2,0:21
UFC Fight Night: Namajunas vs. VanZant,Sergio Moraes,Omari Akhmedov,win,"KO/TKO

      

        Punches",3,2:18
UFC Fight Night: Namajunas vs. VanZant,Antonio Carlos Junior,Kevin Casey,nc,CNC,1,0:11
UFC Fight Night: Namajunas vs. VanZant,Aljamain Sterling,Johnny Eduardo,win,"SUB

      

        Guillotine Choke",2,4:18
UFC Fight Night: Namajunas vs. VanZant,Santiago Ponzinibbio,Andreas Stahl,win,"KO/TKO

      

        Punch",1,4:25
UFC Fight Night: Namajunas vs. VanZant,Danny Roberts,Nathan Coy,win,"SUB

      

        Triangle Choke",1,2:46
UFC Fight Night: Namajunas vs. VanZant,Zubaira Tukhugov,Phillipe Nover,win,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,Kailin Curran,Emily Kagan,win,"SUB

      

        Rear Naked Choke",2,4:13
UFC Fight Night: Henderson vs Masvidal,Benson Henderson,Jorge Masvidal,win,S-DEC,5,5:00
UFC Fight Night: Henderson vs Masvidal,Dong Hyun Kim,Dominic Waters,win,"KO/TKO

      

        Punches",1,3:11
UFC Fight Night: Henderson vs Masvidal,Alberto Mina,Yoshihiro Akiyama,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,Dooho Choi,Sam Sicilia,win,"KO/TKO

      

        Punch",1,1:33
UFC Fight Night: Henderson vs Masvidal,Dongi Yang,Jake Collier,win,"KO/TKO

      

        Punches",2,1:50
UFC Fight Night: Henderson vs Masvidal,Mike de la Torre,Yui Chul Nam,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,Tae Hyun Bang,Leo Kuntz,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,Seo Hee Ham,Cortney Casey,win,U-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,Fredy Serrano,Yao Zhikui,win,KO/TKO,1,0:44
UFC Fight Night: Henderson vs Masvidal,Marco Beltran,Guangyou Ning,win,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,Dominique Steele,Dong Hyun Ma,win,"KO/TKO

      

        Slam",3,0:27
UFC Fight Night: Magny vs Gastelum,Neil Magny,Kelvin Gastelum,win,S-DEC,5,5:00
UFC Fight Night: Magny vs Gastelum,Ricardo Lamas,Diego Sanchez,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,Henry Cejudo,Jussier Formiga,win,S-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,Erick Montano,Enrique Marin,win,S-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,Enrique Barzola,Horacio Gutierrez,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,Leandro Silva,Efrain Escudero,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,Erik Perez,Taylor Lapilus,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,Bartosz Fabinski,Hector Urbina,win,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,Alejandro Perez,Scott Jorgensen,win,KO/TKO,2,4:26
UFC Fight Night: Magny vs Gastelum,Andre Fili,Gabriel Benitez,win,"KO/TKO

      

        Punches",1,3:13
UFC Fight Night: Magny vs Gastelum,Alvaro Herrera Mendoza,Vernon Ramos Ho,win,"KO/TKO

      

        Punches",1,0:30
UFC Fight Night: Magny vs Gastelum,Marco Polo Reyes,Cesar Arzamendia,win,"KO/TKO

      

        Punch",1,3:42
UFC Fight Night: Magny vs Gastelum,Michel Prazeres,Valmir Lazaro,win,S-DEC,3,5:00
UFC 193: Rousey vs Holm,Holly Holm,Ronda Rousey,win,"KO/TKO

      

        Kick",2,0:59
UFC 193: Rousey vs Holm,Joanna Jedrzejczyk,Valerie Letourneau,win,U-DEC,5,5:00
UFC 193: Rousey vs Holm,Mark Hunt,Antonio Silva,win,"KO/TKO

      

        Punch",1,3:41
UFC 193: Rousey vs Holm,Robert Whittaker,Uriah Hall,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,Jared Rosholt,Stefan Struve,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,Jake Matthews,Akbarh Arreola,win,KO/TKO,2,5:00
UFC 193: Rousey vs Holm,Kyle Noke,Peter Sobotta,win,"KO/TKO

      

        Kick",1,2:01
UFC 193: Rousey vs Holm,Gian Villante,Anthony Perosh,win,"KO/TKO

      

        Punch",1,2:56
UFC 193: Rousey vs Holm,Danny Martinez,Richie Vaculik,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,Daniel Kelly,Steve Montgomery,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,Richard Walsh,Steve Kennedy,win,U-DEC,3,5:00
UFC 193: Rousey vs Holm,James Moontasri,Anton Zafir,win,"KO/TKO

      

        Spinning Back Kick",1,4:36
UFC 193: Rousey vs Holm,Ben Nguyen,Ryan Benoit,win,"SUB

      

        Rear Naked Choke",1,2:35
UFC Fight Night: Belfort vs Henderson 3,Vitor Belfort,Dan Henderson,win,"KO/TKO

      

        Kick",1,2:07
UFC Fight Night: Belfort vs Henderson 3,Glover Teixeira,Patrick Cummins,win,"KO/TKO

      

        Punches",2,1:12
UFC Fight Night: Belfort vs Henderson 3,Thomas Almeida,Anthony Birchak,win,"KO/TKO

      

        Punches",1,4:24
UFC Fight Night: Belfort vs Henderson 3,Alex Oliveira,Piotr Hallmann,win,"KO/TKO

      

        Punch",3,0:51
UFC Fight Night: Belfort vs Henderson 3,Rashid Magomedov,Gilbert Burns,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,Corey Anderson,Fabio Maldonado,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,Abel Trujillo,Gleison Tibau,win,"DQ

      

        Rear Naked Choke",1,1:45
UFC Fight Night: Belfort vs Henderson 3,Johnny Case,Yan Cabral,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,Thiago Tavares,Clay Guida,win,"SUB

      

        Guillotine Choke",1,0:39
UFC Fight Night: Belfort vs Henderson 3,Chas Skelly,Edimilson Souza,win,"SUB

      

        Rear Naked Choke",2,1:56
UFC Fight Night: Belfort vs Henderson 3,Viscardi Andrade,Gasan Umalatov,win,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,Jimmie Rivera,Pedro Munhoz,win,S-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,Matheus Nicolau,Bruno Korea,win,"SUB

      

        Guillotine Choke",3,3:27
UFC Fight Night: Holohan vs Smolka,Louis Smolka,Paddy Holohan,win,"SUB

      

        Rear Naked Choke",2,4:09
UFC Fight Night: Holohan vs Smolka,Norman Parke,Reza Madadi,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,Nicolas Dalby,Darren Till,draw,M-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,Neil Seery,Jon Delos Reyes,win,"SUB

      

        Guillotine Choke",2,4:12
UFC Fight Night: Holohan vs Smolka,Stevie Ray,Mickael Lebout,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,Aisling Daly,Ericka Almeida,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,Krzysztof Jotko,Scott Askham,win,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,Tom Breese,Cathal Pendred,win,"KO/TKO

      

        Punches",1,4:37
UFC Fight Night: Holohan vs Smolka,Darren Elkins,Robert Whiteford,win,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,Garreth McLellan,Bubba Bush,win,"KO/TKO

      

        Punches",3,4:58
UFC 192: Cormier vs Gustafsson,Daniel Cormier,Alexander Gustafsson,win,S-DEC,5,5:00
UFC 192: Cormier vs Gustafsson,Ryan Bader,Rashad Evans,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,Ruslan Magomedov,Shawn Jordan,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,Joseph Benavidez,Ali Bagautinov,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,Julianna Pena,Jessica Eye,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,Yair Rodriguez,Dan Hooker,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,Albert Tumenov,Alan Jouban,win,"KO/TKO

      

        Punches",1,2:55
UFC 192: Cormier vs Gustafsson,Adriano Martins,Islam Makhachev,win,"KO/TKO

      

        Punch",1,1:46
UFC 192: Cormier vs Gustafsson,Rose Namajunas,Angela Hill,win,"SUB

      

        Rear Naked Choke",1,2:47
UFC 192: Cormier vs Gustafsson,Sage Northcutt,Francisco Trevino,win,"KO/TKO

      

        Punches",1,0:57
UFC 192: Cormier vs Gustafsson,Sergio Pettis,Chris Cariaso,win,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,Derrick Lewis,Viktor Pesta,win,"KO/TKO

      

        Punches",3,1:15
UFC Fight Night: Barnett vs Nelson,Josh Barnett,Roy Nelson,win,U-DEC,5,5:00
UFC Fight Night: Barnett vs Nelson,Uriah Hall,Gegard Mousasi,win,"KO/TKO

      

        Spinning Back Kick",2,0:25
UFC Fight Night: Barnett vs Nelson,Kyoji Horiguchi,Chico Camus,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,Takeya Mizugaki,George Roop,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,Diego Brandao,Katsunori Kikuno,win,"KO/TKO

      

        Punch",1,0:28
UFC Fight Night: Barnett vs Nelson,Mizuto Hirota,Teruto Ishihara,draw,S-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,Keita Nakamura,Li Jingliang,win,"SUB

      

        Rear Naked Choke",3,2:17
UFC Fight Night: Barnett vs Nelson,Nick Hein,Yusuke Kasuya,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,Kajan Johnson,Naoyuki Kotani,win,U-DEC,3,5:00
UFC Fight Night: Barnett vs Nelson,Shinsho Anzai,Roger Zapata,win,KO/TKO,3,0:47
UFC 191: Johnson vs Dodson 2,Demetrious Johnson,John Dodson,win,U-DEC,5,5:00
UFC 191: Johnson vs Dodson 2,Andrei Arlovski,Frank Mir,win,U-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,Anthony Johnson,Jimi Manuwa,win,"KO/TKO

      

        Punch",2,0:28
UFC 191: Johnson vs Dodson 2,Corey Anderson,Jan Blachowicz,win,U-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,Paige VanZant,Alex Chambers,win,"SUB

      

        Armbar",3,1:01
UFC 191: Johnson vs Dodson 2,Ross Pearson,Paul Felder,win,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,John Lineker,Francisco Rivera,win,"SUB

      

        Guillotine Choke",1,2:08
UFC 191: Johnson vs Dodson 2,Raquel Pennington,Jessica Andrade,win,"SUB

      

        Rear Naked Choke",2,4:58
UFC 191: Johnson vs Dodson 2,Tiago dos Santos e Silva,Clay Collard,win,S-DEC,3,5:00
UFC 191: Johnson vs Dodson 2,Joe Riggs,Ron Stallings,win,DQ,2,2:28
UFC 191: Johnson vs Dodson 2,Joaquim Silva,Nazareno Malegarie,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,Max Holloway,Charles Oliveira,win,KO/TKO,1,1:39
UFC Fight Night: Holloway vs Oliveira,Neil Magny,Erick Silva,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,Patrick Cote,Joshua Burkman,win,"KO/TKO

      

        Punches",3,1:26
UFC Fight Night: Holloway vs Oliveira,Francisco Trinaldo,Chad Laprise,win,"KO/TKO

      

        Punches",1,2:43
UFC Fight Night: Holloway vs Oliveira,Olivier Aubin-Mercier,Tony Sims,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,Valerie Letourneau,Maryna Moroz,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,Frankie Perez,Sam Stout,win,"KO/TKO

      

        Punches",1,0:54
UFC Fight Night: Holloway vs Oliveira,Felipe Arantes,Yves Jabouin,win,"SUB

      

        Armbar",1,4:21
UFC Fight Night: Holloway vs Oliveira,Nikita Krylov,Marcos Rogerio de Lima,win,"SUB

      

        Rear Naked Choke",1,2:29
UFC Fight Night: Holloway vs Oliveira,Chris Kelades,Chris Beal,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,Shane Campbell,Elias Silverio,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,Misha Cirkunov,Daniel Jolly,win,"KO/TKO

      

        Punches",1,4:45
UFC Fight Night: Teixeira vs Saint Preux,Glover Teixeira,Ovince Saint Preux,win,"SUB

      

        Rear Naked Choke",3,3:10
UFC Fight Night: Teixeira vs Saint Preux,Beneil Dariush,Michael Johnson,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,Derek Brunson,Sam Alvey,win,"KO/TKO

      

        Punches",1,2:19
UFC Fight Night: Teixeira vs Saint Preux,Jared Rosholt,Timothy Johnson,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,Amanda Nunes,Sara McMann,win,"SUB

      

        Rear Naked Choke",1,2:53
UFC Fight Night: Teixeira vs Saint Preux,Ray Borg,Geane Herrera,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,Uriah Hall,Oluwale Bamgbose,win,"KO/TKO

      

        Punches",1,2:32
UFC Fight Night: Teixeira vs Saint Preux,Chris Camozzi,Tom Watson,win,U-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,Dustin Ortiz,Willie Gates,win,"KO/TKO

      

        Punches",3,2:58
UFC Fight Night: Teixeira vs Saint Preux,Frankie Saenz,Sirwan Kakai,win,S-DEC,3,5:00
UFC Fight Night: Teixeira vs Saint Preux,Jonathan Wilson,Chris Dempsey,win,"KO/TKO

      

        Punch",1,0:50
UFC Fight Night: Teixeira vs Saint Preux,Marlon Vera,Roman Salazar,win,"SUB

      

        Triangle Armbar",2,2:15
UFC Fight Night: Teixeira vs Saint Preux,Scott Holtzman,Anthony Christodoulou,win,"SUB

      

        Rear Naked Choke",3,2:40
UFC 190: Rousey vs Correia,Ronda Rousey,Bethe Correia,win,"KO/TKO

      

        Punch",1,0:34
UFC 190: Rousey vs Correia,Mauricio Rua,Rogerio Nogueira,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,Glaico Franca Moreira,Fernando Bruno,win,"SUB

      

        Rear Naked Choke",3,4:46
UFC 190: Rousey vs Correia,Reginaldo Vieira,Dileno Lopes,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,Stefan Struve,Antonio Rodrigo Nogueira,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,Antonio Silva,Soa Palelei,win,"KO/TKO

      

        Punches",2,0:41
UFC 190: Rousey vs Correia,Claudia Gadelha,Jessica Aguilar,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,Demian Maia,Neil Magny,win,"SUB

      

        Rear Naked Choke",2,2:52
UFC 190: Rousey vs Correia,Patrick Cummins,Rafael Cavalcante,win,"KO/TKO

      

        Elbows",3,0:45
UFC 190: Rousey vs Correia,Warlley Alves,Nordine Taleb,win,"SUB

      

        Guillotine Choke",2,4:11
UFC 190: Rousey vs Correia,Iuri Alcantara,Leandro Issa,win,U-DEC,3,5:00
UFC 190: Rousey vs Correia,Vitor Miranda,Clint Hester,win,"KO/TKO

      

        Elbows",2,2:38
UFC 190: Rousey vs Correia,Guido Cannetti,Hugo Viana,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,TJ Dillashaw,Renan Barao,win,"KO/TKO

      

        Punches",4,0:35
UFC on FOX: Dillashaw vs. Barao II,Miesha Tate,Jessica Eye,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,Edson Barboza,Paul Felder,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,Joe Lauzon,Takanori Gomi,win,"KO/TKO

      

        Punches",1,2:37
UFC on FOX: Dillashaw vs. Barao II,Tom Lawlor,Gian Villante,win,"KO/TKO

      

        Punch",2,0:27
UFC on FOX: Dillashaw vs. Barao II,Jim Miller,Danny Castillo,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,Ben Saunders,Kenny Robertson,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,Bryan Caraway,Eddie Wineland,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,James Krause,Daron Cruickshank,win,"SUB

      

        Rear Naked Choke",1,1:27
UFC on FOX: Dillashaw vs. Barao II,Andrew Holbrook,Ramsey Nijem,win,S-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,Elizabeth Phillips,Jessamyn Duke,win,U-DEC,3,5:00
UFC on FOX: Dillashaw vs. Barao II,Zak Cummings,Dominique Steele,win,"KO/TKO

      

        Punches",1,0:43
UFC Fight Night: Bisping vs Leites,Michael Bisping,Thales Leites,win,S-DEC,5,5:00
UFC Fight Night: Bisping vs Leites,Evan Dunham,Ross Pearson,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,Joe Duffy,Ivan Jorge,win,"SUB

      

        Triangle Choke",1,3:05
UFC Fight Night: Bisping vs Leites,Joanne Wood,Cortney Casey,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,Leon Edwards,Pawel Pawlak,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,Stevie Ray,Leonardo Mafra,win,"KO/TKO

      

        Punches",1,2:30
UFC Fight Night: Bisping vs Leites,Paddy Holohan,Vaughan Lee,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,Ilir Latifi,Hans Stringer,win,"KO/TKO

      

        Punch",1,0:56
UFC Fight Night: Bisping vs Leites,Mickael Lebout,Teemu Packalen,win,U-DEC,3,5:00
UFC Fight Night: Bisping vs Leites,Robert Whiteford,Paul Redmond,win,"KO/TKO

      

        Punch",1,3:04
UFC Fight Night: Bisping vs Leites,Jimmie Rivera,Marcus Brimage,win,"KO/TKO

      

        Punches",1,1:29
UFC Fight Night: Bisping vs Leites,Daniel Omielanczuk,Chris de la Rocha,win,"KO/TKO

      

        Punch",1,0:48
UFC Fight Night: Mir vs Duffee,Frank Mir,Todd Duffee,win,"KO/TKO

      

        Punch",1,1:13
UFC Fight Night: Mir vs Duffee,Tony Ferguson,Josh Thomson,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Holly Holm,Marion Reneau,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Manvel Gamburyan,Scott Jorgensen,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Kevin Lee,James Moontasri,win,"SUB

      

        Rear Naked Choke",1,2:56
UFC Fight Night: Mir vs Duffee,Alan Jouban,Matt Dwyer,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Sam Sicilia,Yaotzin Meza,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Jessica Andrade,Sarah Moras,win,U-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Rani Yahya,Masanori Kanehara,win,S-DEC,3,5:00
UFC Fight Night: Mir vs Duffee,Sean Strickland,Igor Araujo,win,U-DEC,3,5:00
